Time(dd/mm/yyyy),Carbon dioxide(ppm),Temperature(°C),Relative humidity(%),Atmospheric pressure(hPa)
18/01/2024 10:53:21,"1296","19.8","48","1001.7"
18/01/2024 10:58:21,"1286","19.8","48","1001.7"
18/01/2024 11:03:21,"1295","19.8","48","1001.8"
18/01/2024 11:08:21,"1306","19.8","48","1001.8"
18/01/2024 11:13:21,"1288","19.8","48","1001.9"
18/01/2024 11:18:21,"1291","19.8","48","1001.8"
18/01/2024 11:23:21,"1282","19.8","48","1001.7"
18/01/2024 11:28:21,"1288","19.8","48","1001.7"
18/01/2024 11:33:21,"1304","19.8","48","1001.6"
18/01/2024 11:38:21,"1315","19.9","48","1001.8"
18/01/2024 11:43:21,"1295","19.9","48","1001.8"
18/01/2024 11:48:21,"1290","19.9","48","1001.8"
18/01/2024 11:53:21,"1330","20.0","48","1001.8"
18/01/2024 11:58:21,"1298","20.0","48","1001.7"
18/01/2024 12:03:21,"1284","20.0","48","1001.7"
18/01/2024 12:08:21,"1290","20.0","48","1001.8"
18/01/2024 12:13:21,"1289","20.1","48","1001.7"
18/01/2024 12:18:21,"1288","20.0","48","1001.8"
18/01/2024 12:23:21,"1226","20.0","47","1001.8"
18/01/2024 12:28:21,"1240","20.0","47","1001.9"
18/01/2024 12:33:21,"1260","20.1","47","1001.9"
18/01/2024 12:38:21,"1314","20.1","47","1002.0"
18/01/2024 12:43:21,"1066","19.8","45","1001.9"
18/01/2024 12:48:21,"1082","19.7","46","1002.0"
18/01/2024 12:53:21,"1088","19.8","46","1002.1"
18/01/2024 12:58:21,"1070","19.8","46","1002.0"
18/01/2024 13:03:21,"1089","19.8","46","1002.0"
18/01/2024 13:08:21,"1039","19.9","46","1002.0"
18/01/2024 13:13:21,"1060","19.9","46","1002.0"
18/01/2024 13:18:21,"1042","19.9","46","1002.0"
18/01/2024 13:23:21,"1074","20.0","46","1002.0"
18/01/2024 13:28:21,"1042","20.0","46","1002.0"
18/01/2024 13:33:21,"1056","20.0","46","1002.1"
18/01/2024 13:38:21,"1119","20.0","46","1002.0"
18/01/2024 13:43:21,"1131","20.0","46","1002.1"
18/01/2024 13:48:21,"1182","20.1","47","1002.0"
18/01/2024 13:53:21,"1194","20.1","47","1002.1"
18/01/2024 13:58:21,"1254","20.1","47","1002.0"
18/01/2024 14:03:21,"1311","20.2","47","1002.0"
18/01/2024 14:08:21,"1354","20.2","47","1002.0"
18/01/2024 14:13:21,"1387","20.2","47","1002.1"
18/01/2024 14:18:21,"1387","20.3","47","1002.2"
18/01/2024 14:23:21,"1392","20.3","47","1002.0"
18/01/2024 14:28:21,"1389","20.3","47","1002.2"
18/01/2024 14:33:21,"1427","20.3","47","1002.1"
18/01/2024 14:38:21,"1463","20.3","47","1002.4"
18/01/2024 14:43:21,"1461","20.3","48","1002.4"
18/01/2024 14:48:21,"1430","20.3","47","1002.3"
18/01/2024 14:53:21,"1439","20.3","47","1002.4"
18/01/2024 14:58:21,"1417","20.3","47","1002.4"
18/01/2024 15:03:21,"1398","20.4","48","1002.5"
18/01/2024 15:08:21,"1408","20.4","48","1002.5"
18/01/2024 15:13:21,"1425","20.4","48","1002.3"
18/01/2024 15:18:21,"1408","20.4","48","1002.4"
18/01/2024 15:23:21,"1376","20.4","48","1002.4"
18/01/2024 15:28:21,"1451","20.4","48","1002.6"
18/01/2024 15:33:21,"1434","20.4","48","1002.6"
18/01/2024 15:38:21,"1439","20.4","48","1002.7"
18/01/2024 15:43:21,"1453","20.4","48","1002.8"
18/01/2024 15:48:21,"1451","20.4","48","1002.8"
18/01/2024 15:53:21,"1484","20.5","48","1002.9"
18/01/2024 15:58:21,"1471","20.5","48","1002.9"
18/01/2024 16:03:21,"1485","20.5","48","1003.0"
18/01/2024 16:08:21,"1467","20.5","48","1003.0"
18/01/2024 16:13:21,"1457","20.5","48","1003.1"
18/01/2024 16:18:21,"1469","20.5","48","1003.1"
18/01/2024 16:23:21,"1455","20.4","48","1003.0"
18/01/2024 16:28:21,"1460","20.4","48","1003.2"
18/01/2024 16:33:21,"1463","20.4","48","1003.3"
18/01/2024 16:38:21,"1496","20.4","49","1003.4"
18/01/2024 16:43:21,"1464","20.4","48","1003.4"
18/01/2024 16:48:21,"1479","20.4","48","1003.7"
18/01/2024 16:53:21,"1429","20.4","48","1003.6"
18/01/2024 16:58:21,"1501","20.4","48","1003.7"
18/01/2024 17:03:21,"1500","20.4","48","1003.6"
18/01/2024 17:08:21,"1508","20.5","48","1003.8"
18/01/2024 17:13:21,"1474","20.5","48","1003.8"
18/01/2024 17:18:21,"1455","20.5","48","1003.9"
18/01/2024 17:23:21,"1443","20.5","48","1004.1"
18/01/2024 17:28:21,"1440","20.5","48","1004.3"
18/01/2024 17:33:21,"1450","20.5","48","1004.3"
18/01/2024 17:38:21,"1458","20.4","48","1004.5"
18/01/2024 17:43:21,"1506","20.4","48","1004.6"
18/01/2024 17:48:21,"1476","20.4","48","1004.6"
18/01/2024 17:53:21,"1445","20.4","48","1004.6"
18/01/2024 17:58:21,"1503","20.4","48","1004.7"
18/01/2024 18:03:21,"1568","20.5","48","1004.8"
18/01/2024 18:08:21,"1583","20.5","48","1004.9"
18/01/2024 18:13:21,"1627","20.6","48","1004.9"
18/01/2024 18:18:21,"1665","20.6","48","1005.1"
18/01/2024 18:23:21,"1673","20.7","48","1005.1"
18/01/2024 18:28:21,"1696","20.6","48","1005.1"
18/01/2024 18:33:21,"1784","20.6","48","1005.2"
18/01/2024 18:38:21,"1784","20.6","48","1005.4"
18/01/2024 18:43:21,"1765","20.6","48","1005.5"
18/01/2024 18:48:21,"1888","20.7","49","1005.5"
18/01/2024 18:53:21,"1930","20.9","50","1005.4"
18/01/2024 18:58:21,"1916","21.0","50","1005.4"
18/01/2024 19:03:21,"1980","21.1","50","1005.6"
18/01/2024 19:08:21,"1996","21.2","50","1005.5"
18/01/2024 19:13:21,"1849","21.2","50","1005.6"
18/01/2024 19:18:21,"1873","21.3","50","1005.7"
18/01/2024 19:23:21,"1960","21.3","50","1005.7"
18/01/2024 19:28:21,"2081","21.4","50","1005.7"
18/01/2024 19:33:21,"2093","21.5","50","1005.7"
18/01/2024 19:38:21,"1996","21.4","49","1005.8"
18/01/2024 19:43:21,"1939","21.4","49","1005.8"
18/01/2024 19:48:21,"1891","21.3","49","1005.9"
18/01/2024 19:53:21,"1871","21.3","49","1005.7"
18/01/2024 19:58:21,"1878","21.2","49","1005.8"
18/01/2024 20:03:21,"1868","21.1","49","1005.7"
18/01/2024 20:08:21,"1839","20.9","49","1005.8"
18/01/2024 20:13:21,"1830","20.7","49","1005.8"
18/01/2024 20:18:21,"1828","20.6","49","1005.9"
18/01/2024 20:23:21,"1785","20.4","49","1006.0"
18/01/2024 20:28:21,"1753","20.2","49","1006.1"
18/01/2024 20:33:21,"1696","20.1","49","1006.1"
18/01/2024 20:38:21,"1699","20.0","49","1006.2"
18/01/2024 20:43:21,"1680","19.9","49","1006.2"
18/01/2024 20:48:21,"1664","19.7","49","1006.4"
18/01/2024 20:53:21,"1618","19.6","49","1006.3"
18/01/2024 20:58:21,"1574","19.6","49","1006.1"
18/01/2024 21:03:21,"1591","19.5","49","1006.3"
18/01/2024 21:08:21,"1552","19.4","49","1006.2"
18/01/2024 21:13:21,"1524","19.3","49","1006.0"
18/01/2024 21:18:21,"1489","19.3","49","1006.1"
18/01/2024 21:23:21,"1492","19.2","49","1006.2"
18/01/2024 21:28:21,"1478","19.1","50","1006.3"
18/01/2024 21:33:21,"1426","19.1","50","1006.4"
18/01/2024 21:38:21,"1427","18.9","50","1006.3"
18/01/2024 21:43:21,"1402","18.9","50","1006.3"
18/01/2024 21:48:21,"1395","18.9","50","1006.4"
18/01/2024 21:53:21,"1375","18.8","50","1006.5"
18/01/2024 21:58:21,"1392","18.7","50","1006.7"
18/01/2024 22:03:21,"1347","18.7","50","1006.7"
18/01/2024 22:08:21,"1290","18.7","50","1006.6"
18/01/2024 22:13:21,"1300","18.6","50","1006.7"
18/01/2024 22:18:21,"1286","18.6","50","1006.7"
18/01/2024 22:23:21,"1287","18.5","50","1006.6"
18/01/2024 22:28:11,"1274","18.4","50","1006.8"
18/01/2024 22:33:11,"1216","18.4","50","1006.8"
18/01/2024 22:38:11,"1221","18.4","50","1006.8"
18/01/2024 22:43:11,"1233","18.4","50","1006.8"
18/01/2024 22:48:11,"1219","18.4","50","1006.8"
18/01/2024 22:53:11,"1182","18.4","50","1006.7"
18/01/2024 22:58:11,"1178","18.4","50","1006.8"
18/01/2024 23:03:11,"1127","18.4","50","1006.8"
18/01/2024 23:08:11,"1113","18.4","50","1006.8"
18/01/2024 23:13:11,"1100","18.4","50","1006.9"
18/01/2024 23:18:11,"1128","18.4","50","1006.8"
18/01/2024 23:23:11,"1056","18.5","50","1006.8"
18/01/2024 23:28:11,"1081","18.5","49","1006.9"
18/01/2024 23:33:11,"1095","18.5","49","1006.9"
18/01/2024 23:38:11,"1047","18.5","49","1006.9"
18/01/2024 23:43:11,"993","18.5","49","1006.9"
18/01/2024 23:48:11,"1021","18.4","49","1006.9"
18/01/2024 23:53:11,"1018","18.5","49","1007.0"
18/01/2024 23:58:11,"983","18.5","49","1006.9"
19/01/2024 0:03:11,"979","18.5","49","1006.8"
19/01/2024 0:08:11,"982","18.5","49","1006.9"
19/01/2024 0:13:11,"968","18.5","49","1006.9"
19/01/2024 0:18:11,"953","18.5","49","1006.8"
19/01/2024 0:23:11,"944","18.5","49","1006.9"
19/01/2024 0:28:11,"944","18.5","49","1006.7"
19/01/2024 0:33:11,"917","18.4","49","1006.9"
19/01/2024 0:38:11,"885","18.5","49","1007.0"
19/01/2024 0:43:11,"901","18.4","49","1006.9"
19/01/2024 0:48:11,"877","18.4","49","1006.9"
19/01/2024 0:53:11,"894","18.5","49","1006.9"
19/01/2024 0:58:11,"890","18.5","49","1006.9"
19/01/2024 1:03:11,"866","18.6","49","1007.0"
19/01/2024 1:08:11,"853","18.5","49","1007.0"
19/01/2024 1:13:11,"824","18.5","49","1006.8"
19/01/2024 1:18:11,"836","18.5","49","1007.0"
19/01/2024 1:23:11,"826","18.4","49","1007.0"
19/01/2024 1:28:11,"825","18.4","49","1006.9"
19/01/2024 1:33:11,"819","18.5","49","1006.9"
19/01/2024 1:38:11,"770","18.4","49","1007.0"
19/01/2024 1:43:11,"792","18.4","49","1007.0"
19/01/2024 1:48:11,"748","18.4","49","1006.9"
19/01/2024 1:53:11,"775","18.4","49","1006.7"
19/01/2024 1:58:11,"754","18.4","49","1006.7"
19/01/2024 2:03:11,"785","18.5","49","1006.7"
19/01/2024 2:08:11,"750","18.5","49","1006.7"
19/01/2024 2:13:11,"760","18.5","48","1006.6"
19/01/2024 2:18:11,"749","18.4","48","1006.5"
19/01/2024 2:23:11,"722","18.5","48","1006.5"
19/01/2024 2:28:11,"731","18.4","48","1006.5"
19/01/2024 2:33:11,"740","18.4","48","1006.5"
19/01/2024 2:38:11,"728","18.4","48","1006.4"
19/01/2024 2:43:11,"739","18.4","48","1006.5"
19/01/2024 2:48:11,"727","18.4","48","1006.3"
19/01/2024 2:53:11,"686","18.4","48","1006.4"
19/01/2024 2:58:11,"690","18.4","48","1006.4"
19/01/2024 3:03:11,"703","18.4","48","1006.4"
19/01/2024 3:08:11,"684","18.4","48","1006.1"
19/01/2024 3:13:11,"671","18.4","48","1006.1"
19/01/2024 3:18:11,"670","18.4","48","1005.9"
19/01/2024 3:23:11,"667","18.4","48","1005.8"
19/01/2024 3:28:11,"662","18.4","48","1005.6"
19/01/2024 3:33:11,"671","18.4","48","1005.5"
19/01/2024 3:38:11,"655","18.4","48","1005.5"
19/01/2024 3:43:11,"667","18.4","48","1005.4"
19/01/2024 3:48:11,"650","18.5","48","1005.5"
19/01/2024 3:53:11,"632","18.4","48","1005.4"
19/01/2024 3:58:11,"637","18.4","48","1005.3"
19/01/2024 4:03:11,"645","18.4","48","1005.3"
19/01/2024 4:08:11,"625","18.4","48","1005.1"
19/01/2024 4:13:11,"665","18.4","48","1005.2"
19/01/2024 4:18:11,"643","18.4","48","1005.2"
19/01/2024 4:23:11,"636","18.4","48","1005.2"
19/01/2024 4:28:11,"632","18.4","48","1005.3"
19/01/2024 4:33:11,"619","18.4","48","1005.3"
19/01/2024 4:38:11,"596","18.4","48","1005.3"
19/01/2024 4:43:11,"631","18.4","48","1005.2"
19/01/2024 4:48:11,"614","18.4","48","1005.2"
19/01/2024 4:53:11,"623","18.4","48","1005.0"
19/01/2024 4:58:11,"597","18.4","48","1005.1"
19/01/2024 5:03:11,"617","18.4","48","1005.2"
19/01/2024 5:08:11,"594","18.4","48","1005.1"
19/01/2024 5:13:11,"594","18.4","48","1005.0"
19/01/2024 5:18:11,"603","18.4","47","1005.1"
19/01/2024 5:23:11,"607","18.4","47","1005.0"
19/01/2024 5:28:11,"591","18.4","47","1005.1"
19/01/2024 5:33:11,"578","18.4","47","1005.2"
19/01/2024 5:38:11,"578","18.4","47","1005.1"
19/01/2024 5:43:11,"570","18.4","47","1005.0"
19/01/2024 5:48:11,"587","18.4","47","1005.1"
19/01/2024 5:53:11,"578","18.4","47","1005.0"
19/01/2024 5:58:11,"591","18.4","47","1004.7"
19/01/2024 6:03:11,"570","18.4","47","1004.9"
19/01/2024 6:08:11,"554","18.4","47","1004.9"
19/01/2024 6:13:11,"595","18.4","47","1005.1"
19/01/2024 6:18:11,"588","18.4","47","1005.0"
19/01/2024 6:23:11,"577","18.4","47","1004.9"
19/01/2024 6:28:11,"560","18.4","47","1004.9"
19/01/2024 6:33:11,"570","18.4","47","1004.9"
19/01/2024 6:38:11,"576","18.4","47","1004.7"
19/01/2024 6:43:11,"557","18.4","47","1004.7"
19/01/2024 6:48:11,"583","18.4","47","1004.8"
19/01/2024 6:53:11,"568","18.4","47","1004.8"
19/01/2024 6:58:11,"555","18.4","47","1004.8"
19/01/2024 7:03:09,"561","18.4","47","1004.9"
19/01/2024 7:08:09,"557","18.4","47","1004.9"
19/01/2024 7:13:09,"537","18.4","47","1004.9"
19/01/2024 7:18:09,"574","18.4","47","1005.0"
19/01/2024 7:23:09,"530","18.4","47","1005.0"
19/01/2024 7:28:09,"553","18.4","47","1005.1"
19/01/2024 7:33:09,"562","18.4","47","1005.1"
19/01/2024 7:38:09,"574","18.4","47","1005.2"
19/01/2024 7:43:09,"556","18.5","47","1005.1"
19/01/2024 7:48:09,"560","18.5","47","1005.1"
19/01/2024 7:53:09,"564","18.6","47","1005.2"
19/01/2024 7:58:09,"559","18.7","47","1005.1"
19/01/2024 8:03:09,"667","18.8","47","1005.2"
19/01/2024 8:08:09,"707","18.9","47","1005.2"
19/01/2024 8:13:09,"754","18.9","47","1005.3"
19/01/2024 8:18:09,"818","18.9","48","1005.2"
19/01/2024 8:23:09,"844","19.0","48","1005.2"
19/01/2024 8:28:09,"855","19.0","48","1005.2"
19/01/2024 8:33:09,"841","19.0","48","1005.0"
19/01/2024 8:38:09,"861","19.1","48","1005.2"
19/01/2024 8:43:09,"892","19.1","48","1005.2"
19/01/2024 8:48:09,"911","19.2","48","1005.2"
19/01/2024 8:52:54,"972","19.2","48","1005.2"
19/01/2024 8:57:54,"993","19.3","48","1005.3"
19/01/2024 9:02:54,"1002","19.3","48","1005.2"
19/01/2024 9:07:54,"1023","19.4","48","1005.3"
19/01/2024 9:12:54,"1041","19.4","48","1005.4"
19/01/2024 9:17:54,"1061","19.4","48","1005.2"
19/01/2024 9:22:54,"1055","19.4","48","1005.4"
19/01/2024 9:27:54,"1082","19.4","48","1005.3"
19/01/2024 9:32:54,"1096","19.5","48","1005.3"
19/01/2024 9:37:54,"1105","19.5","48","1005.3"
19/01/2024 9:42:54,"1091","19.5","48","1005.4"
19/01/2024 9:47:54,"1114","19.5","48","1005.4"
19/01/2024 9:52:54,"1117","19.5","48","1005.4"
19/01/2024 9:57:54,"1118","19.5","48","1005.4"
19/01/2024 10:02:54,"1149","19.5","48","1005.5"
19/01/2024 10:07:54,"1200","19.6","48","1005.7"
19/01/2024 10:12:54,"1181","19.5","47","1005.6"
19/01/2024 10:17:54,"1192","19.5","47","1005.6"
19/01/2024 10:22:54,"1195","19.6","47","1005.6"
19/01/2024 10:27:54,"1201","19.6","47","1005.5"
19/01/2024 10:32:54,"1273","19.6","47","1005.5"
19/01/2024 10:37:54,"1327","19.8","48","1005.7"
19/01/2024 10:42:54,"1439","19.7","48","1005.8"
19/01/2024 10:47:54,"1457","19.7","49","1005.9"
19/01/2024 10:52:54,"1466","19.6","49","1005.8"
19/01/2024 10:57:54,"1489","19.6","49","1005.8"
19/01/2024 11:02:54,"1529","19.6","49","1005.8"
19/01/2024 11:07:54,"1558","19.7","49","1005.9"
19/01/2024 11:12:54,"1551","19.7","49","1006.0"
19/01/2024 11:17:54,"1560","19.7","49","1005.9"
19/01/2024 11:22:54,"1543","19.8","49","1005.9"
19/01/2024 11:27:54,"1542","19.8","49","1005.8"
19/01/2024 11:32:54,"1557","19.8","49","1005.8"
19/01/2024 11:37:54,"1556","19.8","49","1005.7"
19/01/2024 11:42:54,"1549","19.8","49","1005.8"
19/01/2024 11:47:54,"1525","19.9","49","1005.7"
19/01/2024 11:52:54,"1488","19.9","49","1005.7"
19/01/2024 11:57:54,"1504","19.8","50","1005.7"
19/01/2024 12:02:54,"1504","19.9","50","1005.8"
19/01/2024 12:07:54,"1510","19.8","50","1005.7"
19/01/2024 12:12:54,"1536","19.9","51","1005.6"
19/01/2024 12:17:54,"1599","19.9","51","1005.7"
19/01/2024 12:22:54,"1644","19.9","52","1005.7"
19/01/2024 12:27:54,"1691","20.0","51","1005.7"
19/01/2024 12:32:54,"1636","20.0","51","1005.7"
19/01/2024 12:37:54,"1686","20.0","51","1006.0"
19/01/2024 12:42:54,"1705","20.0","51","1005.9"
19/01/2024 12:47:54,"1712","20.1","51","1005.9"
19/01/2024 12:52:54,"1775","20.1","51","1005.9"
19/01/2024 12:57:54,"1797","20.1","51","1005.7"
19/01/2024 13:02:54,"1798","20.1","51","1005.7"
19/01/2024 13:07:54,"1776","20.1","51","1005.8"
19/01/2024 13:12:54,"1793","20.1","51","1005.8"
19/01/2024 13:17:54,"1850","20.2","50","1005.8"
19/01/2024 13:22:54,"1869","20.2","50","1005.7"
19/01/2024 13:27:54,"1759","20.3","51","1005.6"
19/01/2024 13:32:54,"1670","20.3","51","1005.6"
19/01/2024 13:37:54,"1701","20.3","51","1005.6"
19/01/2024 13:42:54,"1714","20.3","51","1005.6"
19/01/2024 13:47:54,"1753","20.3","51","1005.6"
19/01/2024 13:52:54,"1798","20.3","51","1005.4"
19/01/2024 13:57:54,"1755","20.3","51","1005.4"
19/01/2024 14:02:54,"1817","20.3","51","1005.4"
19/01/2024 14:07:54,"1833","20.3","51","1005.4"
19/01/2024 14:12:54,"1829","20.3","51","1005.4"
19/01/2024 14:17:54,"1807","20.2","51","1005.3"
19/01/2024 14:22:54,"1841","20.3","51","1005.2"
19/01/2024 14:27:54,"1821","20.3","51","1005.2"
19/01/2024 14:32:54,"1854","20.3","50","1005.2"
19/01/2024 14:37:54,"1868","20.3","50","1005.2"
19/01/2024 14:42:54,"1850","20.3","51","1005.2"
19/01/2024 14:47:54,"1691","20.3","51","1005.3"
19/01/2024 14:52:54,"1683","20.3","51","1005.2"
19/01/2024 14:57:54,"1686","20.3","51","1005.2"
19/01/2024 15:02:54,"1661","20.3","51","1005.2"
19/01/2024 15:07:54,"1704","20.4","51","1005.1"
19/01/2024 15:12:54,"1769","20.5","51","1005.1"
19/01/2024 15:17:54,"1776","20.5","51","1005.1"
19/01/2024 15:22:54,"1866","20.5","52","1005.2"
19/01/2024 15:27:54,"1897","20.5","52","1005.2"
19/01/2024 15:32:54,"1916","20.4","52","1005.2"
19/01/2024 15:37:54,"1895","20.4","52","1005.2"
19/01/2024 15:42:54,"1898","20.4","52","1005.2"
19/01/2024 15:47:54,"1778","20.3","52","1005.5"
19/01/2024 15:52:54,"1723","20.2","52","1005.7"
19/01/2024 15:57:54,"1667","20.2","52","1005.5"
19/01/2024 16:02:54,"1629","20.2","52","1005.5"
19/01/2024 16:07:54,"1666","20.3","52","1005.5"
19/01/2024 16:12:54,"1652","20.3","52","1005.6"
19/01/2024 16:17:54,"1668","20.3","52","1005.6"
19/01/2024 16:22:54,"1647","20.3","52","1005.5"
19/01/2024 16:27:54,"1645","20.3","52","1005.4"
19/01/2024 16:32:54,"1650","20.2","52","1005.6"
19/01/2024 16:37:54,"1644","20.2","52","1005.6"
19/01/2024 16:42:54,"1632","20.2","52","1005.7"
19/01/2024 16:47:54,"1637","20.2","52","1005.9"
19/01/2024 16:52:54,"1641","20.2","52","1005.9"
19/01/2024 16:57:54,"1611","20.2","52","1006.0"
19/01/2024 17:02:54,"1649","20.1","52","1006.0"
19/01/2024 17:07:54,"1634","20.1","52","1006.1"
19/01/2024 17:12:54,"1617","20.2","52","1006.1"
19/01/2024 17:17:54,"1662","20.3","52","1006.0"
19/01/2024 17:22:54,"1850","20.4","52","1006.1"
19/01/2024 17:27:54,"1866","20.4","52","1006.0"
19/01/2024 17:32:54,"1845","20.4","52","1006.0"
19/01/2024 17:37:54,"1907","20.4","53","1006.0"
19/01/2024 17:42:54,"1894","20.4","53","1006.1"
19/01/2024 17:47:54,"1842","20.4","53","1005.9"
19/01/2024 17:52:54,"1873","20.4","53","1006.0"
19/01/2024 17:57:54,"1911","20.4","53","1005.9"
19/01/2024 18:02:54,"1917","20.4","53","1005.8"
19/01/2024 18:07:54,"1871","20.3","53","1005.8"
19/01/2024 18:12:54,"1831","20.3","52","1005.8"
19/01/2024 18:17:54,"1787","20.3","52","1005.9"
19/01/2024 18:22:54,"1757","20.3","53","1006.0"
19/01/2024 18:27:55,"1800","20.4","54","1006.1"
19/01/2024 18:32:55,"1824","20.5","54","1006.1"
19/01/2024 18:37:55,"1860","20.7","54","1006.2"
19/01/2024 18:42:55,"1832","20.8","54","1006.2"
19/01/2024 18:47:55,"1886","20.9","54","1006.3"
19/01/2024 18:52:55,"1855","21.0","53","1006.2"
19/01/2024 18:57:55,"1848","21.1","53","1006.3"
19/01/2024 19:02:55,"1921","21.1","53","1006.3"
19/01/2024 19:07:55,"2026","21.2","53","1006.3"
19/01/2024 19:12:55,"2128","21.2","53","1006.4"
19/01/2024 19:17:55,"2219","21.3","53","1006.6"
19/01/2024 19:22:55,"2071","21.3","53","1006.5"
19/01/2024 19:27:55,"2150","21.3","53","1006.5"
19/01/2024 19:32:55,"2214","21.4","53","1006.4"
19/01/2024 19:37:55,"2327","21.4","53","1006.4"
19/01/2024 19:42:55,"2373","21.4","53","1006.5"
19/01/2024 19:47:55,"2445","21.4","53","1006.5"
19/01/2024 19:52:55,"2465","21.4","53","1006.4"
19/01/2024 19:57:55,"1963","21.2","52","1006.5"
19/01/2024 20:02:55,"1982","21.0","52","1006.5"
19/01/2024 20:07:55,"1856","20.8","52","1006.3"
19/01/2024 20:12:55,"1828","20.6","52","1006.3"
19/01/2024 20:17:55,"1769","20.4","52","1006.5"
19/01/2024 20:22:55,"1720","20.3","52","1006.3"
19/01/2024 20:27:55,"1737","20.1","52","1006.5"
19/01/2024 20:32:55,"1690","20.0","52","1006.3"
19/01/2024 20:37:55,"1643","19.9","52","1006.2"
19/01/2024 20:42:55,"1621","19.8","52","1006.3"
19/01/2024 20:47:55,"1566","19.7","52","1006.4"
19/01/2024 20:52:55,"1559","19.6","53","1006.5"
19/01/2024 20:57:55,"1521","19.5","53","1006.4"
19/01/2024 21:02:55,"1506","19.4","53","1006.5"
19/01/2024 21:07:55,"1486","19.3","53","1006.3"
19/01/2024 21:12:55,"1438","19.3","53","1006.2"
19/01/2024 21:17:55,"1423","19.2","53","1006.1"
19/01/2024 21:22:55,"1443","19.1","53","1006.3"
19/01/2024 21:27:55,"1385","19.1","53","1006.0"
19/01/2024 21:32:55,"1381","18.9","53","1006.1"
19/01/2024 21:37:51,"1402","18.9","53","1006.1"
19/01/2024 21:42:51,"1345","18.9","53","1006.1"
19/01/2024 21:47:51,"1320","18.8","53","1006.1"
19/01/2024 21:52:51,"1330","18.8","53","1006.3"
19/01/2024 21:57:51,"1268","18.7","53","1006.3"
19/01/2024 22:02:51,"1250","18.6","53","1006.3"
19/01/2024 22:07:51,"1243","18.6","53","1006.2"
19/01/2024 22:12:51,"1217","18.4","53","1006.1"
19/01/2024 22:17:51,"1234","18.4","53","1006.1"
19/01/2024 22:22:51,"1175","18.4","53","1006.3"
19/01/2024 22:27:51,"1153","18.4","53","1006.4"
19/01/2024 22:32:51,"1166","18.3","53","1006.3"
19/01/2024 22:37:51,"1134","18.3","53","1006.5"
19/01/2024 22:42:51,"1117","18.3","54","1006.5"
19/01/2024 22:47:51,"1128","18.2","54","1006.4"
19/01/2024 22:52:51,"1099","18.2","54","1006.2"
19/01/2024 22:57:51,"1114","18.2","53","1006.2"
19/01/2024 23:02:51,"1088","18.2","53","1006.2"
19/01/2024 23:07:51,"1079","18.3","53","1006.4"
19/01/2024 23:12:51,"1068","18.3","53","1006.4"
19/01/2024 23:17:51,"1042","18.3","53","1006.5"
19/01/2024 23:22:51,"1038","18.3","53","1006.5"
19/01/2024 23:27:51,"1017","18.3","53","1006.4"
19/01/2024 23:32:51,"997","18.3","53","1006.4"
19/01/2024 23:37:51,"969","18.3","53","1006.3"
19/01/2024 23:42:51,"965","18.3","53","1006.1"
19/01/2024 23:47:51,"952","18.3","53","1006.2"
19/01/2024 23:52:51,"954","18.3","53","1006.1"
19/01/2024 23:57:51,"918","18.3","53","1006.0"
20/01/2024 0:02:51,"934","18.3","53","1006.0"
20/01/2024 0:07:51,"929","18.3","53","1006.0"
20/01/2024 0:12:51,"891","18.3","52","1005.9"
20/01/2024 0:17:51,"880","18.3","52","1005.7"
20/01/2024 0:22:43,"881","18.3","52","1005.7"
20/01/2024 0:27:43,"872","18.3","52","1005.7"
20/01/2024 0:32:43,"858","18.3","52","1005.7"
20/01/2024 0:37:43,"859","18.3","52","1005.6"
20/01/2024 0:42:43,"839","18.3","52","1005.7"
20/01/2024 0:47:43,"817","18.3","52","1005.5"
20/01/2024 0:52:43,"840","18.4","52","1005.5"
20/01/2024 0:57:43,"817","18.3","52","1005.4"
20/01/2024 1:02:43,"793","18.4","52","1005.2"
20/01/2024 1:07:43,"797","18.4","52","1005.4"
20/01/2024 1:12:43,"787","18.3","52","1005.3"
20/01/2024 1:17:43,"752","18.4","52","1005.4"
20/01/2024 1:22:43,"767","18.4","52","1005.3"
20/01/2024 1:27:43,"750","18.4","52","1005.3"
20/01/2024 1:32:43,"775","18.4","52","1005.3"
20/01/2024 1:37:43,"736","18.4","52","1005.2"
20/01/2024 1:42:43,"735","18.4","51","1005.1"
20/01/2024 1:47:43,"742","18.3","51","1005.1"
20/01/2024 1:52:43,"722","18.3","51","1005.0"
20/01/2024 1:57:43,"698","18.3","51","1004.9"
20/01/2024 2:02:43,"706","18.4","51","1004.8"
20/01/2024 2:07:43,"687","18.4","51","1004.7"
20/01/2024 2:12:43,"723","18.4","51","1004.7"
20/01/2024 2:17:43,"701","18.4","51","1004.7"
20/01/2024 2:22:43,"680","18.4","51","1004.6"
20/01/2024 2:27:43,"675","18.4","51","1004.8"
20/01/2024 2:32:43,"693","18.4","51","1004.8"
20/01/2024 2:37:43,"669","18.4","51","1004.6"
20/01/2024 2:42:43,"680","18.4","51","1004.7"
20/01/2024 2:47:43,"668","18.3","51","1004.6"
20/01/2024 2:52:43,"668","18.4","51","1004.7"
20/01/2024 2:57:43,"663","18.4","51","1004.6"
20/01/2024 3:02:43,"653","18.4","51","1004.5"
20/01/2024 3:07:43,"643","18.4","51","1004.5"
20/01/2024 3:12:43,"621","18.3","51","1004.5"
20/01/2024 3:17:43,"640","18.3","51","1004.4"
